#crosssection           uncertainty            Q2            XXXX x y z pt
162314.142152 818.100672 32.459515 24.307302 0.052613 0.032875 0.009760 0.132980 
114187.693871 485.202715 33.207394 24.256905 0.052517 0.033717 0.010682 0.318993 
2687.347932 21.792253 35.426961 24.397125 0.051952 0.036329 0.012906 0.662046 
16675.093762 454.175119 29.357318 23.381220 0.053320 0.029138 0.036516 0.032133 
52825.080660 466.711662 28.731052 24.137659 0.053650 0.028355 0.035884 0.133696 
47192.494587 311.924896 29.416532 24.601463 0.053942 0.028973 0.036297 0.327378 
1684.651005 17.254213 30.973135 25.739599 0.053756 0.030756 0.036602 0.699354 
5251.170105 180.219691 28.124383 23.102996 0.052270 0.028547 0.068467 0.032048 
21146.938269 208.803282 28.143102 23.771383 0.053729 0.027804 0.070501 0.136519 
24592.052225 159.219391 28.846095 24.249302 0.053870 0.028421 0.071692 0.334409 
1078.773949 9.763160 31.743781 26.170940 0.053674 0.031541 0.072932 0.730756 
674.178494 26.362465 28.096235 23.240662 0.054575 0.027182 0.178710 0.033581 
3188.774936 33.101668 27.003152 23.152351 0.053941 0.026515 0.181528 0.138650 
5210.279565 29.919440 27.493282 23.562270 0.053999 0.026924 0.188395 0.345838 
366.012064 2.321653 30.298518 25.317053 0.054242 0.029740 0.205026 0.799514 
44.069007 5.837083 23.716449 23.316927 0.053583 0.022952 0.498225 0.030272 
196.377681 7.114013 24.353137 22.284705 0.054533 0.023557 0.517536 0.137228 
390.049370 7.089463 25.445125 23.058087 0.054770 0.024463 0.521111 0.356317 
48.840388 0.734463 27.377066 24.557968 0.054888 0.026355 0.529586 0.894121 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
17.009090 2.960903 21.786140 23.954685 0.056110 0.019208 0.854908 0.146101 
35.564462 3.027448 24.933432 20.966307 0.054562 0.023686 0.860653 0.364451 
4.395856 0.311614 28.170277 22.906698 0.054357 0.027532 0.861241 0.833318 
2085.350249 90.326546 54.868494 24.323558 0.153318 0.018857 0.013211 0.033667 
8906.101846 107.772784 53.349418 24.307302 0.148071 0.018718 0.011097 0.132621 
6190.190718 63.533428 53.668179 24.256905 0.147257 0.018903 0.012244 0.317585 
126.876040 2.662973 56.391447 24.397125 0.148798 0.019788 0.014817 0.651019 
1017.244024 63.086796 47.684412 23.381220 0.148070 0.016690 0.036169 0.033199 
3488.625339 67.451628 51.019537 24.137659 0.151214 0.017457 0.035710 0.134673 
3088.900604 44.879937 51.122293 24.601463 0.150451 0.017591 0.036309 0.327280 
110.443637 2.484547 52.994139 25.739599 0.150959 0.018264 0.036671 0.698085 
295.392015 24.038661 50.299369 23.102996 0.149903 0.017340 0.071597 0.031710 
1448.268575 30.730868 50.425518 23.771383 0.151436 0.017248 0.070869 0.137511 
1628.568558 23.042962 50.968461 24.249302 0.151576 0.017425 0.071976 0.332242 
73.442783 1.432638 52.404781 26.170940 0.152710 0.017822 0.073329 0.726211 
55.752797 4.263523 49.875069 23.240662 0.156053 0.016571 0.180083 0.033659 
225.510828 4.950606 50.181073 23.152351 0.154467 0.016807 0.183916 0.138818 
369.131338 4.478681 50.316389 23.562270 0.152787 0.017006 0.190094 0.347178 
25.226161 0.342777 51.567912 25.317053 0.151274 0.017672 0.207470 0.810409 
2.689828 0.811014 53.508631 23.316927 0.160900 0.017055 0.533058 0.036315 
16.465007 1.158474 49.192029 22.284705 0.151875 0.016799 0.519823 0.140154 
32.766995 1.155603 50.162479 23.058087 0.156188 0.016555 0.521123 0.356917 
3.922957 0.117064 50.488725 24.557968 0.151746 0.017110 0.529161 0.881652 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
2.608318 0.652080 45.143870 23.954685 0.162604 0.013884 0.854943 0.151553 
2.445298 0.446448 47.139565 20.966307 0.151932 0.016179 0.855369 0.376543 
0.342342 0.048906 46.279833 22.906698 0.151525 0.015769 0.861436 0.850142 
-999.000000 -999.000000 -999.000000 24.323558 -999.000000 -999.000000 -999.000000 -999.000000 
52.367381 4.646854 83.662421 24.307302 0.358065 0.011743 0.012404 0.136638 
34.224352 2.656325 85.252627 24.256905 0.362753 0.011802 0.014025 0.317051 
0.494810 0.093510 85.644709 24.397125 0.362413 0.011859 0.016826 0.623324 
-999.000000 -999.000000 -999.000000 23.381220 -999.000000 -999.000000 -999.000000 -999.000000 
28.451569 3.425166 83.197270 24.137659 0.355180 0.011778 0.034668 0.135468 
22.472616 2.152486 84.825850 24.601463 0.361519 0.011771 0.035290 0.327818 
0.883589 0.124958 84.233640 25.739599 0.356495 0.011879 0.036671 0.700695 
-999.000000 -999.000000 -999.000000 23.102996 -999.000000 -999.000000 -999.000000 -999.000000 
14.019614 1.700128 84.102868 23.771383 0.364540 0.011576 0.072086 0.136551 
12.782589 1.147910 83.246531 24.249302 0.357694 0.011677 0.070787 0.342702 
0.432959 0.061851 84.516018 26.170940 0.354390 0.011988 0.073818 0.701111 
-999.000000 -999.000000 -999.000000 23.240662 -999.000000 -999.000000 -999.000000 -999.000000 
1.924261 0.257140 85.227381 23.152351 0.362256 0.011846 0.183113 0.133274 
3.711074 0.252507 84.963193 23.562270 0.364191 0.011711 0.196070 0.341914 
0.197335 0.017047 84.241766 25.317053 0.359817 0.011755 0.216267 0.779857 
-999.000000 -999.000000 -999.000000 23.316927 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 22.284705 -999.000000 -999.000000 -999.000000 -999.000000 
0.335028 0.065704 83.243624 23.058087 0.350870 0.011912 0.533952 0.377996 
0.045284 0.007072 83.399340 24.557968 0.363046 0.011534 0.526191 0.830687 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 23.954685 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 20.966307 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 22.906698 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 216.845508 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 214.663104 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 215.487610 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 226.040922 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 189.076456 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 201.226802 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 208.290902 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 227.574631 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 192.834721 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 202.726791 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 205.301645 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 217.426661 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 188.985892 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 203.282698 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 202.258021 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 212.061778 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 199.413198 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 193.981668 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 212.237882 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 196.197671 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 182.401235 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 216.845508 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 214.663104 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 215.487610 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 226.040922 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 189.076456 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 201.226802 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 208.290902 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 227.574631 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 192.834721 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 202.726791 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 205.301645 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 217.426661 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 188.985892 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 203.282698 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 202.258021 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 212.061778 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 199.413198 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 193.981668 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 212.237882 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 196.197671 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 182.401235 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 216.845508 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 214.663104 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 215.487610 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 226.040922 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 189.076456 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 201.226802 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 208.290902 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 227.574631 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 192.834721 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 202.726791 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 205.301645 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 217.426661 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 188.985892 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 203.282698 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 202.258021 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 212.061778 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 199.413198 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 193.981668 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 212.237882 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 196.197671 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 182.401235 -999.000000 -999.000000 -999.000000 -999.000000 
1855.537140 151.503973 120.619971 216.845508 0.007892 0.774337 0.006199 0.033784 
8485.989852 187.059523 122.254703 214.663104 0.008079 0.765603 0.005186 0.133094 
6661.378332 117.191367 122.391669 215.487610 0.008095 0.765383 0.005674 0.324435 
212.944977 6.134425 122.469188 226.040922 0.008098 0.765257 0.007157 0.715803 
420.588418 72.130319 118.322897 189.076456 0.007870 0.759470 0.036000 0.031505 
1356.603820 74.791990 122.242559 201.226802 0.008070 0.766616 0.035497 0.128791 
1206.099141 49.866062 123.198249 208.290902 0.008145 0.764755 0.035734 0.331970 
70.510411 3.529936 122.684663 227.574631 0.008045 0.771481 0.035982 0.828793 
92.776857 23.954881 118.637833 192.834721 0.008034 0.751954 0.073003 0.033819 
395.847923 28.567863 120.126615 202.726791 0.008094 0.751439 0.070510 0.135170 
531.920647 23.416501 121.855562 205.301645 0.008151 0.756997 0.071293 0.335050 
45.416480 2.003235 122.913283 217.426661 0.008126 0.765324 0.072026 0.901512 
-999.000000 -999.000000 -999.000000 188.985892 -999.000000 -999.000000 -999.000000 -999.000000 
35.736271 3.504230 122.887749 203.282698 0.008078 0.769642 0.165842 0.138377 
73.190632 3.546098 121.422010 202.258021 0.008179 0.752269 0.171436 0.349496 
9.469130 0.373426 121.648732 212.061778 0.008096 0.760811 0.184598 1.071399 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 199.413198 -999.000000 -999.000000 -999.000000 -999.000000 
2.577135 0.576265 121.557530 193.981668 0.008126 0.760096 0.519942 0.344743 
0.585378 0.080408 118.277616 212.237882 0.008040 0.745578 0.513781 1.348770 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 196.197671 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 182.401235 -999.000000 -999.000000 -999.000000 -999.000000 
2879.583083 106.142841 172.536628 216.845508 0.019170 0.479882 0.006335 0.033389 
11013.622799 119.847884 171.714888 214.663104 0.019034 0.482571 0.005493 0.132803 
8707.217598 75.351165 173.547244 215.487610 0.019092 0.483645 0.006146 0.323691 
284.940112 3.990742 176.644228 226.040922 0.019150 0.491230 0.007807 0.711996 
539.921828 45.961198 165.513471 189.076456 0.018836 0.468036 0.036502 0.034188 
1673.236004 46.713658 166.077580 201.226802 0.019093 0.462816 0.035380 0.136647 
1636.719552 32.669118 169.475478 208.290902 0.019118 0.475847 0.036158 0.336752 
108.207936 2.459271 175.962657 227.574631 0.019273 0.486534 0.036750 0.850894 
172.148989 18.351144 170.039295 192.834721 0.019152 0.464027 0.069454 0.034678 
530.792715 18.604275 167.768130 202.726791 0.019494 0.462032 0.069846 0.136583 
715.005175 15.268271 167.717537 205.301645 0.019281 0.466374 0.071044 0.341116 
61.118480 1.306917 172.624160 217.426661 0.019411 0.474671 0.072076 0.963181 
12.063471 1.983222 176.829506 188.985892 0.020537 0.482650 0.148174 0.030886 
60.643394 2.567240 160.694776 203.282698 0.019564 0.443029 0.171379 0.134449 
102.539502 2.360507 167.185933 202.258021 0.019738 0.453518 0.173473 0.350439 
14.252595 0.257652 169.803723 212.061778 0.019550 0.465910 0.189585 1.079293 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
1.793219 0.382315 152.379877 199.413198 0.020711 0.409385 0.513219 0.137711 
3.953232 0.401390 149.317320 193.981668 0.020057 0.412526 0.494691 0.374980 
1.020039 0.059693 163.722844 212.237882 0.019646 0.453434 0.505424 1.318644 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 196.197671 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 182.401235 -999.000000 -999.000000 -999.000000 -999.000000 
836.228738 32.162644 262.645455 216.845508 0.056170 0.255539 0.007518 0.034386 
3207.605202 36.367967 247.218436 214.663104 0.057251 0.237308 0.006390 0.132011 
2493.841916 22.675038 249.708929 215.487610 0.057362 0.238618 0.007030 0.325034 
80.530312 1.192943 272.290401 226.040922 0.056759 0.261988 0.008960 0.708521 
154.628095 13.830357 226.989400 189.076456 0.055401 0.222990 0.036356 0.032516 
554.187092 15.116692 222.692879 201.226802 0.058684 0.208957 0.035404 0.134721 
585.937395 10.991050 230.726609 208.290902 0.057978 0.218866 0.036178 0.334347 
36.227154 0.800124 269.430846 227.574631 0.058673 0.252733 0.036789 0.861115 
46.388428 5.356474 218.931318 192.834721 0.057688 0.208460 0.067730 0.032532 
200.810353 6.434379 220.765792 202.726791 0.059180 0.207118 0.069290 0.136171 
252.146880 5.098300 221.592073 205.301645 0.059061 0.206652 0.071020 0.338604 
19.350602 0.413497 248.791467 217.426661 0.058338 0.234983 0.072266 0.940253 
4.535757 0.683791 197.660810 188.985892 0.062830 0.181517 0.168221 0.033508 
23.950174 0.907178 218.593543 203.282698 0.059318 0.199617 0.173821 0.136850 
41.818309 0.847630 211.981068 202.258021 0.059638 0.196233 0.178005 0.348712 
4.971661 0.085566 231.999652 212.061778 0.059008 0.215985 0.194173 1.063581 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
1.030854 0.162992 197.290437 199.413198 0.069777 0.151778 0.517097 0.146760 
1.829766 0.153551 203.161629 193.981668 0.063736 0.177773 0.499697 0.361104 
0.418600 0.021502 231.321361 212.237882 0.057962 0.218906 0.519714 1.177724 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 196.197671 -999.000000 -999.000000 -999.000000 -999.000000 
0.030926 0.008265 225.477369 182.401235 0.057159 0.215149 0.880222 1.345759 
133.024219 7.214251 254.127571 216.845508 0.177475 0.080078 0.009024 0.032757 
587.132384 8.750508 270.939412 214.663104 0.172491 0.086265 0.007981 0.132464 
445.826756 5.391795 270.666643 215.487610 0.169393 0.088087 0.008819 0.323129 
12.592587 0.265298 287.592759 226.040922 0.168056 0.093857 0.010599 0.682778 
33.647302 3.628282 198.088387 189.076456 0.167509 0.065891 0.035840 0.032939 
133.937130 4.179418 229.948888 201.226802 0.177108 0.071488 0.035653 0.134451 
134.197962 2.958171 238.928183 208.290902 0.176123 0.074968 0.036049 0.331235 
6.561783 0.191508 267.463640 227.574631 0.171676 0.085693 0.036228 0.788200 
12.128679 1.540344 205.025607 192.834721 0.173124 0.063311 0.069878 0.034306 
49.623250 1.798841 231.878724 202.726791 0.177997 0.073154 0.070647 0.136510 
64.751495 1.452982 240.836381 205.301645 0.179974 0.074396 0.070847 0.338074 
4.208707 0.108452 263.302147 217.426661 0.172605 0.083957 0.072682 0.852189 
1.434575 0.216270 203.784294 188.985892 0.171845 0.063847 0.189496 0.030825 
7.107667 0.277932 228.868262 203.282698 0.178632 0.071192 0.179003 0.138831 
12.606870 0.261736 226.475473 202.258021 0.183097 0.069149 0.186028 0.350457 
1.157907 0.023223 250.312145 212.061778 0.178297 0.077647 0.200375 0.963061 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
0.464607 0.061539 199.924496 199.413198 0.179753 0.062029 0.517096 0.127231 
0.819175 0.057780 203.304941 193.981668 0.186495 0.058652 0.515570 0.364145 
0.150560 0.007252 227.421753 212.237882 0.178631 0.070888 0.525015 1.023981 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 196.197671 -999.000000 -999.000000 -999.000000 -999.000000 
0.007685 0.002317 148.406611 182.401235 0.149358 0.052836 0.874942 0.756032 
8.288066 1.012548 267.718663 216.845508 0.405848 0.033451 0.011406 0.032269 
26.142457 1.038250 287.644651 214.663104 0.414448 0.035764 0.010357 0.134302 
19.751162 0.638131 288.162538 215.487610 0.412869 0.035916 0.011085 0.318925 
0.463001 0.028604 329.831460 226.040922 0.403394 0.042271 0.013242 0.662366 
3.216264 0.630761 194.582956 189.076456 0.413710 0.024526 0.036741 0.035770 
10.432242 0.655869 251.559927 201.226802 0.416840 0.031334 0.036247 0.134223 
8.184980 0.410792 259.656433 208.290902 0.414533 0.031896 0.035832 0.335223 
0.303955 0.023176 280.696386 227.574631 0.406154 0.035622 0.036468 0.709255 
1.298876 0.283438 212.161909 192.834721 0.404732 0.027342 0.064377 0.028825 
3.628606 0.273516 228.641430 202.726791 0.435936 0.027277 0.071171 0.135092 
4.618226 0.218191 238.921639 205.301645 0.418469 0.029385 0.071785 0.325324 
0.192622 0.013046 257.727285 217.426661 0.412269 0.031872 0.073356 0.753073 
-999.000000 -999.000000 -999.000000 188.985892 -999.000000 -999.000000 -999.000000 -999.000000 
0.659747 0.047613 227.868729 203.282698 0.439376 0.026196 0.182264 0.139091 
0.999928 0.041448 237.939780 202.258021 0.431527 0.028713 0.192307 0.343390 
0.078492 0.003400 259.049708 212.061778 0.417200 0.032033 0.207961 0.834745 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
0.056697 0.012088 270.636044 199.413198 0.461491 0.030945 0.510727 0.148403 
0.091488 0.010858 230.649167 193.981668 0.444010 0.027153 0.509126 0.355860 
0.012370 0.001169 260.178939 212.237882 0.421612 0.031368 0.519715 0.886682 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 196.197671 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 182.401235 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1603.120086 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1640.051026 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1690.388862 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1753.202006 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1557.109548 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1664.807053 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1697.921667 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1636.790783 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1734.521409 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1762.587454 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1488.377889 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1734.331098 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1628.500355 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1487.221787 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1775.091972 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1603.120086 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1640.051026 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1690.388862 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1753.202006 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1557.109548 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1664.807053 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1697.921667 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1636.790783 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1734.521409 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1762.587454 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1488.377889 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1734.331098 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1628.500355 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1487.221787 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 1775.091972 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
-999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 -999.000000 
